edicion_denue,anio_denue,mes_denue,categoria_proyecto,subcategoria_proyecto,sector_gestion,alcance_analitico,revision_manual,motivo_revision,cve_geo_ageb,id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010064,959632,09014611621000571000000000U6,CLUB CARROÑEROS BOXING,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,4 SUR (XOLA),CALLE,PITAGORAS,CALLE,PESTALOZZI,AVENIDA,DIAGONAL SAN ANTONIO,1113,B,,,,,COLONIA,NARVARTE PONIENTE,,,,03020,09,CIUDAD DE MÉXICO,014,Benito Juárez,0001,Benito Juárez,0064,016,,,,Fijo,19.3959115600000000,-99.157788360000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090070001084A,826184,09007611621000161000000000U0,DOYANG SAN SEBASTIAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,YUCATAN,CALLE,TABASCO,CALLE,TAMPICO,CALLE,TABASCO,85,,,,,,PUEBLO,SAN SEBASTIAN TECOLOXTITLA,,,,09520,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,084A,011,5557335144,,,Fijo,19.3602206800000000,-99.017240680000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010060,8561568,09003611621001102000000000U2,DOJO HEROES,DOJO HEROES SA DE CV,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,HEROES DEL 47,AVENIDA,AVENIDA DEL CONVENTO,PRIVADA,ELIGIO VILLAMAR,CALZADA,GENERAL PEDRO ANAYA,101,,,,,,COLONIA,SAN DIEGO CHURUBUSCO,,,,04120,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0060,006,,FONSECAJIUJITSU@GMAIL.COM,WWW.CLASESDEJIUJITSU.COM.MX,Fijo,19.3512932200000000,-99.149645630000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500011330,810112,09005611621000963000050153M3,CLUB ACUATICO SPLASH,ESCUELA DE NATACION CRISTAL ARAGON SA DE CV,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,CAMINO TRIUNFO A,AVENIDA,REPUBLICA MEXICANA,CALLE,CAMINO DE LA COOPERACION,CALLE,CAMINO ESFUERZO,223,,,,,,COLONIA,CAMPESTRE ARAGON,,,,07530,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,1330,011,5557379517,SPLASH@SCIENCEPOOL.COM.MX,WWW.NATACIONCRISTALARAGON.COM,Fijo,19.4896834600000000,-99.078740330000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700012206,727297,09007611621001761000000000U6,DOJO DE ARTES MARCIALES KIHON JAGUARES,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ORQUIDEAS,CALLE,GLADIOLAS,CALLE,CLAVELES,CALLE,NARDOS,17,MANZANA 61,,,0,,COLONIA,EL ROSARIO,,,,09930,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,2206,006,5577221552,,,Fijo,19.2978233800000000,-99.065540380000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010713,979473,09003611621000922001000000U4,DOJO TORA KAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,1 ORIENTE (AVENIDA CANAL DE MIRAMONTES),RETORNO,NINGUNO,CALLE,RETORNO 18,RETORNO,NINGUNO,2206,,,,,10,COLONIA,AVANTE,,,,04460,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0713,052,,TORAKAN@LIVE.COM,,Fijo,19.3311311400000000,-99.136768320000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901300010527,8711522,09013711211000011000000000U4,DOJO MARTIAL COMBAT KICK BOXING FULL CONTACT,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,AVENIDA 5 DE MAYO,OTRO (ESPECIFIQUE),NINGUNO,CALLE,FLORICULTOR,CALLE,FLORICULTOR,,SN,,,,,PUEBLO,SAN LUIS TLAXIALTEMALCO,,,,16610,09,CIUDAD DE MÉXICO,013,Xochimilco,0001,Xochimilco,0527,036,5532619007,,,Fijo,19.2568862000000000,-99.037794560000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900600010359,710443,09006713943000551000000000U5,CLUB DE BOX LOS ROLDAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,RETORNO 1 SUR 18-A,PRIVADA,SUR 18-A,CALLE,SUR 16,CALLE,ORIENTE 245,36,,,,,,COLONIA,HERMANOS BLANCAS,,,,08500,09,CIUDAD DE MÉXICO,006,Iztacalco,0001,Iztacalco,0359,016,,,,Fijo,19.3937016600000000,-99.069369360000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700015060,832909,09007611621001721000000000U0,CLUB DE BOXEO HERNANDEZ,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,AZUCENA,CALLE,PALMILLA,AVENIDA,AVENIDA DEL ÁRBOL,CALLE,GIGANTE,,SN,,,,,COLONIA,CONSEJO AGRARISTA MEXICANO,,,,09760,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,5060,027,5549714827,,,Fijo,19.3241730700000000,-99.051776080000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500011237,8680048,09005713943003091000000000M5,DOCHANG MEXICANO DE TAE KWON DO,DOCHANG MEXICANO DE TAE KWON DO AC,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,NORTE 19-A,CALLE,PONIENTE 126,CALLE,PONIENTE 122,CALLE,NORTE 19,367,,,,,,COLONIA,NUEVA VALLEJO,,,,07750,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,1237,006,,DOCHANGMEXICANO@GMAIL.COM,,Fijo,19.4863013800000000,-99.148185280000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000011260,6201813,09010611621000171001000000U3,DO SAN TAEKWONDO,ASOCIACION DO SAN TAEKWNDO DE MEXICO SA,611621,Escuelas de deporte del sector privado,6 a 10 personas,AVENIDA,SAN JERONIMO,CALLE,AGUA,AVENIDA,AVENIDA DE LA LUZ,CALLE,AGUA,630,,,,0,,COLONIA,JARDINES DEL PEDREGAL,,,,01900,09,CIUDAD DE MÉXICO,010,Álvaro Obregón,0001,Álvaro Obregón,1260,005,56682405,DOSANARTESMARCIALES@HOTMAIL.COM,DOSAN.MX,Fijo,19.3313609100000000,-99.209231620000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090030001086A,8583906,09003611621001031000000000U3,CLASES SER GAMA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,4,CALLE,9,CALLE,11,CALLE,2,64,,,,,,COLONIA,ESPARTACO,,,,04870,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,086A,003,,CLIMENT18@HOTMAIL.COM,,Fijo,19.3192000100000000,-99.134892730000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000012095,9007311,09010713941000331000000000U2,CLASES YOGA SIN NOMBRE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,SAN MIGUEL,AVENIDA,TAMAULIPAS,CALLE,PRINCIPAL,CALLE,NINGUNO,36,,,,,,COLONIA,CORPUS CHRISTY,,,,01530,09,CIUDAD DE MÉXICO,010,Álvaro Obregón,0001,Álvaro Obregón,2095,031,,,,Fijo,19.3641850600000000,-99.245658870000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901600010124,688477,09016713943000921010000000U3,DOJO BLACK BELT LEGARIA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,LAGO VALENCIA,CALLE,LAGO ARGENTINA,CALLE,LAGO VALPARAISO,CALLE,FELIPE CARRILLO PUERTO,13,B,,,,,COLONIA,AMPLIACION TORRE BLANCA,,,,11289,09,CIUDAD DE MÉXICO,016,Miguel Hidalgo,0001,Miguel Hidalgo,0124,012,5539442076,,,Fijo,19.4556150700000000,-99.199988380000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900400010091,878269,09004611621000201000000000U1,DOJO BAXIN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,MEXICO,CALLE,OCAMPO,AVENIDA,JUAREZ,CALLE,21 DE MARZO,71,3,,,,,COLONIA,CUAJIMALPA,,,,05000,09,CIUDAD DE MÉXICO,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0091,011,5521634313,,,Fijo,19.3568610100000000,-99.300260220000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010736,8489258,09014611621000861000000000U1,CLASES PARTICULARES DE KARATE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,MORAS,EJE VIAL,7 SUR (FELIX CUEVAS),CALLE,SAN LORENZO,CALLE,PATRICIO SANZ,407,,,,0,,COLONIA,DEL VALLE SUR,,,,03100,09,CIUDAD DE MÉXICO,014,Benito Juárez,0001,Benito Juárez,0736,009,5545135413,,,Fijo,19.3744955700000000,-99.173709150000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090050001338A,8694390,09005713943003151000000000U7,CLASES DE YOGA SIN NOMBRE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,SIN REFERENCIA,CALLE,MANUEL L. ESTAMPA,CALLE,URUYEN,CALLE,PUNTA DEL ESTE,4,,,,,,COLONIA,TORRES LINDAVISTA,,,,07750,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,338A,029,,,,Fijo,19.5107222500000000,-99.141482100000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090080001018A,7705583,09008713943000621000000000U6,CLASES DE ZUMBA Y TAEKWONDO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ORIZABA,CALLE,FORTIN,CALLE,VERACRUZ,CALLE,COATZACOALCOS,216,,,,,,COLONIA,SAN JERONIMO ACULCO,,,,10400,09,CIUDAD DE MÉXICO,008,La Magdalena Contreras,0001,La Magdalena Contreras,018A,003,5536443010,ERICKTAPZENT@OUTLOOK.COM,,Fijo,19.3180698900000000,-99.227558470000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500011534,897620,09015611621000491000000000U4,ARTES MARCIALES UNIDOS POPULARES SC DE R,ARTES MARCIALES UNIDOS POPULARES SC DE R,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,DOCTOR MANUEL CARMONA Y VALLE,AVENIDA,DOCTOR RIO DE LA LOZA,CALLE,DOCTOR LAVISTA,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTÉMOC),15,,OTRO CONGLOMERADO,PISO 1,102,,COLONIA,DOCTORES,EDIFICIO COMERCIAL Y DE SERVIC,DR. CARMONA Y VALLE 15,102,06720,09,CIUDAD DE MÉXICO,015,Cuauhtémoc,0001,Cuauhtémoc,1534,013,,CONTACTO@LAULTIMADEFENSA.MX,,Fijo,19.4254978100000000,-99.152829520000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010810,953480,09014611621000111000000000U1,ARTES MARCIALES NIPPON KEMPO,TSUNANORI SAKAKURA KOIKE,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,PARROQUIA,EJE VIAL,2 PONIENTE (GABRIEL MANCERA),CERRADA,M. LOPEZ COTILLA,EJE VIAL,8 SUR (JOSÉ MARÍA RICO),727,,,,,,COLONIA,VALLE SUR,,,,03100,09,CIUDAD DE MÉXICO,014,Benito Juárez,0001,Benito Juárez,0810,005,5555241716,,,Fijo,19.3690060100000000,-99.169069480000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901100010132,7613784,09011713943001911000000000U4,ARTES MARCIALES LIMA LAMA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ZACATENCO,AVENIDA,CALZADA ACUEDUCTO,CALLE,CANAL ACALOTE,CALLE,PRIVADA ACUEDUCTO,2,,,,,,COLONIA,ZACATENCO,,,,13440,09,CIUDAD DE MÉXICO,011,Tláhuac,0001,Tláhuac,0132,025,,,,Fijo,19.2959892700000000,-99.022110510000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901700011204,8260545,09017611621000511000000000U5,ASANACENTRODELUZ Y ENERGIA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CONGRESO,CALLE,GOBIERNO DEL DISTRITO,CALLE,RELACIONES EXTERIORES,CALLE,PROCURADURÍA GENERAL DE JUSTICIA,38,,,,0,,COLONIA,FEDERAL,,,,15700,09,CIUDAD DE MÉXICO,017,Venustiano Carranza,0001,Venustiano Carranza,1204,002,5532636355,,,Fijo,19.4180569700000000,-99.090207940000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400011005,8539690,09014611621000881000000000U9,ARUMA YOGA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,PIRINEOS,CALLE,ANTILLAS,CALLE,ALHAMBRA,CALLE,BULGARIA,70,,,,0,LOCAL 5,COLONIA,PORTALES SUR,,,,03300,09,CIUDAD DE MÉXICO,014,Benito Juárez,0001,Benito Juárez,1005,027,5521321200,ARUMASERENIDADQUETRANSFORMAN@GMAIL.COM,WWW.ARUMAYOGA.COM,Fijo,19.3617643600000000,-99.144766090000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500010205,640630,09005713943001151010000000U9,ARIAS BOXING CLUB,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,GUADALUPE VICTORIA,CERRADA,GUADALUPE VICTORIA,CALLE,BENITO JUAREZ,AVENIDA,AVENIDA DEL CASTILLO,21,,,,,,COLONIA,CUATEPEC DE MADERO,,,,07200,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,0205,036,,,,Fijo,19.5430387400000000,-99.138430360000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700012776,827796,09007611621001031000000000U4,ARTE MARCIAL SIN FRONTERAS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CALLE,PALMITAS,PRIVADA,PRIVADA DEL CORSAR,PRIVADA,PRIVADA DEL CORSAR,3333,,EDIFICIO SIN NOMBRE,PISO 1,,,COLONIA,PALMITAS,EDIFICIO COMERCIAL Y DE SERVIC,ERMITA 3333,3333,09660,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,2776,005,,,,Fijo,19.3445729700000000,-99.025227730000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901300011332,8681092,09013713943001351000000000U9,ARTES MARCIALES,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CAMINO REAL A XOCHITEPEC,CALLE,CAMINO REAL AL AJUSCO,CALLE,VERONICA,CALLE,UNO,,SN,,,,,COLONIA,AMPLIACION TEPEPAN,,,,16029,09,CIUDAD DE MÉXICO,013,Xochimilco,0001,Xochimilco,1332,006,,,,Fijo,19.2625719900000000,-99.132706000000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700010981,8782400,09007611621001991000000000U9,ARTES MARCIALES,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CALLE,MORELOS,CALLE,LA ESTRELLA,AVENIDA,HIDALGO,350,BIS,,,,,BARRIO,SAN PABLO,,,,09000,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,0981,013,,,,Fijo,19.3582338800000000,-99.088706600000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010740,8489305,09014713992000073000000000U5,AQUAFIT ESCUELA DE NATACION,NATACION SIN LIMITES SA DE CV,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,AMORES,CALLE,SAN LORENZO,EJE VIAL,7 SUR (FELIX CUEVAS),CALLE,JOSÉ MARTÍN MENDALDE,1431,,,,,,COLONIA,DEL VALLE SUR,,,,03100,09,CIUDAD DE MÉXICO,014,Benito Juárez,0001,Benito Juárez,0740,004,,ADMIN@AQUAFIT.COM.MX,AQUAFIT.COM.MX,Fijo,19.3718554800000000,-99.169426430000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010963,1004584,09003611621000592001000000U5,AQUA PARY,,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,MIXTECAS,CALLE,NEZAHUALPILLI,CALLE,PAPATZIN,CALLE,CHICHIMECAS,7,MZ 24 LOTE 7,,,,,COLONIA,AJUSCO,,,,04300,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0963,002,,,,Fijo,19.3135340300000000,-99.165797500000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010465,7718300,09003713992000021000000000U7,AQUATIC ZONE,AQUATIC ZONE,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,XOTEPINGO,CALLE,TULIPAN,CALLE,GLADIOLAS,AVENIDA,JACARANDAS,43,,,,,,COLONIA,CIUDAD JARDIN,,,,04370,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0465,001,,KANDYALBARRAN@YAHOO.COM.MX,,Fijo,19.3345611600000000,-99.143226950000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900400010299,919831,09004611621000153000000000U4,AQUATIC SPORT CENTER,,611621,Escuelas de deporte del sector privado,11 a 30 personas,AVENIDA,PROLONGACION JUAREZ PONIENTE,CALLE,12 DE DICIEMBRE,CERRADA,JUAREZ PONIENTE,AVENIDA,PROLONGACIÓN JUÁREZ PONIENTE,145,,,,0,,COLONIA,CUAJIMALPA,,,,05000,09,CIUDAD DE MÉXICO,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0299,051,5558130751,,,Fijo,19.3606138600000000,-99.301993820000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010075,993201,09003611621000131000000000U2,AQUAMUNDO CLUB,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,TENIS,PRIVADA,IXTLAHUACA,CALLE,NADADORES,CALLE,FUTBOL,190,,,,0,,COLONIA,COUNTRY CLUB,,,,04220,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0075,016,,,,Fijo,19.3498549700000000,-99.144679470000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010736,952523,09014611621000021000000000S2,AMMDK DEL VALLE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,SAN LORENZO,CALLE,TEJOCOTES,CALLE,FRESAS,CALLE,LIMAS,141,,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,TLACOQUEMECATL,,,,03200,09,CIUDAD DE MÉXICO,014,Benito Juárez,0001,Benito Juárez,0736,013,1351593130,CARLOS7359@YAHOO.COM.MX,,Fijo,19.3753102700000000,-99.176888440000000,2011-03
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090050001060A,8210564,09005611621001293000000000U4,ESCUELA DE FUTBOL PENTA BRASIL,,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,ROSARIO,CALLE,SAN JUAN DE PUERTO RICO,CALLE,SALAVERRY,CALLE,LA RIOJA,,SN,,,,,COLONIA,RESIDENCIAL ZACATENCO,,,,07369,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,060A,006,,,,Fijo,19.5068438500000000,-99.125963530000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090050001060A,8210566,09005611621001302000000000U3,ESCUELA DE FUTBOL PACHUCA UNIDOS,,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,SALAVERRY,CALLE,ROSARIO,CALLE,LA RIOJA,CALLE,SAN JUAN DE PUERTO RICO,,SN,,,,,COLONIA,RESIDENCIAL ZACATENCO,,,,07369,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,060A,006,,,,Fijo,19.5056926100000000,-99.125940890000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010605,976543,09003611621000011000000000U6,ESCUELA DE FUTBOL PUMAS 201,,611621,Escuelas de deporte del sector privado,6 a 10 personas,AVENIDA,SANTA ANA,CERRADA,NINGUNO,AVENIDA,CANAL NACIONAL,AVENIDA,CANAL NACIONAL,,SN,,,,,COLONIA,CTM CULHUACAN,,,,04480,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0605,008,,,,Fijo,19.3281799200000000,-99.108548290000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300011444,990147,09003611621000622001000000U0,ESCUELA DE FUTBOL PUMAS,CENTRO UNICO BASICO PARA ATLETAS DE INICIACION DE FUTBOL AC,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALZADA,CALZADA DEL HUESO,OTRO (ESPECIFIQUE),NINGUNO,CALLE,RANCHO DEL ARENAL,OTRO (ESPECIFIQUE),NINGUNO,400,,PARQUE RECREATIVO,PLANTA BAJA,,,COLONIA,LOS ROBLES,PARQUE RECREATIVO,PARQUE RECREATIVO SIN NOMBRE,SN,04870,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,1444,025,5556785371,,,Fijo,19.3026954900000000,-99.120973830000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500013252,8694382,09005713943003141000000000U8,ESCUELA DE FUTBOL MACANAS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CORNELIO REYNA,CALLE,MANUEL BERNAL,CALLE,RENE TRUJILLO,CALLE,JUAN GABRIEL,,SN,,,,,COLONIA,COMPOSITORES MEXICANOS,,,,07130,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,3252,037,5546445941,FUTURASESTRELLAS79@GMAIL.COM,,Fijo,19.5645001800000000,-99.140457010000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700011301,800618,09007611621001362000000000U3,ESCUELA DE FUTBOL CLUB CRUZ AZUL,PROMOTORA ESCUELA Y LIGA DE FUTBOL NAVARRETE SOCCER AC,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,71,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),AVENIDA,SAMUEL GOMPERS,AVENIDA,GENARO ESTRADA,,SN,PARQUE RECREATIVO,PLANTA BAJA,,,COLONIA,UNIDAD HABITACIONAL SANTA CRUZ MEYEHUALCO,PARQUE RECREATIVO,DEPORTIVO SANTA CRUZ MEYEHUALCO,SN,09280,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,1301,010,5522702702,,,Fijo,19.3466774400000000,-99.047609620000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090050001060A,8210563,09005611621001283000000000U5,ESCUELA DE FUTBOL NIDO AGUILA LINDAVISTA,,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,ROSARIO,CALLE,SAN JUAN DE PUERTO RICO,CALLE,SALAVERRY,CALLE,LA RIOJA,,SN,,,,,COLONIA,RESIDENCIAL ZACATENCO,,,,07369,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,060A,006,,,,Fijo,19.5068214400000000,-99.125845050000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901700011435,1060975,09017813230000362002000000U9,ESCUELA DE FUTBOL NIDO AGUILA,GOBIERNO DEL DISTRITO FEDERAL,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,RADAMES TREVIÑO,CALLE,RIO DE LA PIEDAD,AVENIDA,LUIS DE LA ROSA,AVENIDA,LUIS DE LA ROSA,,SN,,,,,COLONIA,JARDIN BALBUENA,,,,15900,09,CIUDAD DE MÉXICO,017,Venustiano Carranza,0001,Venustiano Carranza,1435,003,5518496878,IZTACALCO@ESCUELACRUZAZUL.COM,WWW.ESCUELACRUZAZUL.COM,Fijo,19.4100941300000000,-99.104372730000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010605,976544,09003611621000572001000000U7,ESCUELA DE FUTBOL AMERICA COYOACAN,,611621,Escuelas de deporte del sector privado,6 a 10 personas,AVENIDA,SANTA ANA,CERRADA,NINGUNO,CALLE,CAFETALES,AVENIDA,CANAL NACIONAL,,SN,,,,,COLONIA,CTM CULHUACAN,,,,04480,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0605,008,,,,Fijo,19.3282213000000000,-99.109388010000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500010101,9163506,09005611621001401000000000U3,ESCUELA DE FUTBOL ACADEMIA SOCCER ARGENTINA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,18 DE MARZO,PRIVADA,NINGUNO,CALLE,AVENIDA LA PALMA,CALLE,AGUASCALIENTES,29,MZ 6,,,,,COLONIA,LOMA LA PALMA,,,,07160,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,0101,041,,,,Fijo,19.5511803200000000,-99.145380370000000,2019-11
