teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,facebook,twitter,instagram,email,gmaps_longitud,gmaps_latitud,teatro_aforo,teatro_tipo_escenario,link_sic,fecha_mod
914,"Teatro Royal Pedregal","2017-03-31","Privado ",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Periférico Sur 4363","Col. Jardines en la Montaña","14210","55 2155 3420","","https://www.facebook.com/elroyalpedregal/?locale=es_LA","","https://www.instagram.com/teatroroyalpedregal/?hl=en","",-99.20023,19.30365,384,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=914","2025-11-12 11:15:51-06"
332,"Foro José Solé","1999-11-21","Delegación Zona Regional Sur del ISSSTE/Subdirección de Acción Cultural",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","San Fernando 15","Col. Toriello Guerra","14050","55 5665 1245","","","","","",-99.17168,19.29387,130,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=332","2025-05-27 08:53:45-06"
839,"Amacalone. Teatro de arte dramático","2013-07-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Soria 65","Col. Alamos","03400","55 1360 6384","","https://www.facebook.com/FEITHM/","","","amacalone@hotmail.com",-99.14324,19.39779,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=839","2021-09-20 11:46:38-05"
484,"Teatrín Pedro Infante","2000-10-21","Asociación Nacional de Actores (ANDA)",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Petén 45 Nte.","Col. Narvarte","03020","55 5519 3507","","","","","iasoler@institutoandressoler.com",-99.15194,19.40237,0,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=484","2021-07-09 15:17:47-05"
429,"Teatro María Tereza Montoya","1985-05-01","Alcaldía  Benito Juárez/Coordinación de Cultura/Subdirección de Derechos Culturales Recreativos y Educativos",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Eje Central Lázaro Cárdenas 912 ","Col. Segunda del Periodista","03620","55 5674 2533","","https://www.facebook.com/TeatroMariaTerezaMontoya","",""," Tmariaterezamontoya@gmail.com",-99.14747,19.38309,396,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=429","2025-12-19 17:42:43-06"
1060,"Foro de la Casa de Cultura Zacahuitzco","1980-03-01","Alcaldía Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Valdivia 87 ","Col. Zacahuitzco","03550","55 2065 1616","","https://www.facebook.com/profile.php?id=100089897811364","","https://www.instagram.com/c.c._zacahuitzco/","c.c.zacahuitzco@gmail.com",-99.13699,19.3735,50,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=1060","2025-06-06 13:03:11-06"
509,"Foro al aire libre Gabriel Figueroa","2012-11-08","Secretaría de Cultura/Cineteca Nacional",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. México Coyoacán 389 ","Col. Xoco","03330","55 4155 1200","https://www.cinetecanacional.net/controlador.php?opcion=FoAL","https://www.facebook.com/CinetecaMexico/","","","info@cinetecanacional.net",-99.16475,19.36047,600,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=509","2021-11-11 11:38:30-06"
494,"Foro Contigo América","1990-08-18","Contigo America Institución Teatral Independiente, A.C. ",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Arizona 156","Col. Nápoles","03810","55 5669 3589","http://contigoamerica.org.mx","https://www.facebook.com/ContigoAmerica","","","contigoamerica@yahoo.com.mx",-99.18057,19.39281,90,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=494","2021-09-20 12:18:42-05"
389,"Sala Julián Carrillo","1976-10-11","UNAM/Radio UNAM",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Adolfo Prieto 133","Col. del Valle","03100","55 5623 3281","http://www.radiounam.unam.mx/","https://www.facebook.com/radiounam?fref=ts","","","radio@unam.com",-99.16608,19.39834,180,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=389","2021-09-21 13:54:57-05"
522,"Teatro de los Insurgentes","1953-04-30","Televisa, S.A. de C.V.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Insurgentes Sur 1587","Col. San José Insurgentes","03900","55 5598 6894","http://cdmxtravel.com/es/lugares/teatro-de-los-insurgentes.html","https://www.facebook.com/teatroinsurgentes/","","","teatroinsurgentes@prodigy.net.mx",-99.18242,19.36408,959,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=522","2021-09-28 08:42:22-05"
811,"El Telón de Asfalto","1995-03-14","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Perpetua 4","Col. San José Insurgentes","03900","55 5615 0598 ","http://www.telondeasfalto.com.mx/","https://www.facebook.com/telondeasfalto/","TELONDEASFALTO","","info@telondeasfalto.com.mx",-99.18243,19.36606,200,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=811","2021-09-21 06:10:16-05"
846,"Foro El Cubo","2015-06-04","Compañía Perro Teatro",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Lic. Grajales Robles 28 esq. Adolfo Prieto y Mier y Pesado","Col. Del Valle","03103","55 3389 0767","https://www.timeoutmexico.mx/ciudad-de-mexico/teatro/foro-el-cubo","https://www.facebook.com/ForoelCubo2015/","foroelcubo","","perroteatro@yahoo.com; foroelcubo@gmail.com",-99.16431,19.40007,40,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=846","2021-09-21 13:05:14-05"
918,"Foro Teatral Bellescene","2017-04-08","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Zempoala 90, esq. La Morena y Xola","Col. Narvarte","03020","55 7576 9084","https://www.timeoutmexico.mx/ciudad-de-mexico/teatro/foro-cultural-bellescene","https://www.facebook.com/ForoBellescene/?fref=mentions","ForoBellescene","","socialbellescene@gmail.com",-99.14793,19.39782,0,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=918","2021-09-21 13:11:44-05"
689,"Foro de los Hermanos Soler","1957-01-01","Gobierno de la Ciudad de México/Alcaldía Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Miguel Laurent entre Dr. Vertiz y División del Norte","Col. Santa Cruz Atoyac","03310","","","","","","",-99.15607,19.37314,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=689","2026-05-15 10:07:39-06"
483,"Teatro 11 de Julio","1960-04-29","Sindicato de Trabajadores Mineros, Metalúrgicos y Similares de la R.M.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Doctor Vértiz 668","Col. Narvarte","03020","55 5538 2964","http://cdmxtravel.com/es/lugares/teatro-11-de-julio.html","","","","",-99.15069,19.39661,533,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=483","2021-09-27 11:39:36-05"
342,"Teatro de la Comedia - Wilberto Cantón","1983-04-13","Sociedad General de Escritores de México SOGEM",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","José María Velasco 59","Col. San José Insurgentes","03900","55 5660 8590","https://www.sogem.org/teatrowilbertocanton","https://www.facebook.com/pages/Teatro%20Wilberto%20Canton/440058462798614/","","","teatrodelacomedia@gmail.com; jgutierrez@sogem.org.mx",-99.18653,19.36422,370,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=342","2021-09-28 08:28:35-05"
424,"Teatro Polyforum","1971-12-15","Polyforum Cultural Siqueiros, A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Insurgentes Sur 701 esq. Filadelfia","Col. Nápoles","03810","55 5536 4520 ext. 102","http://cdmxtravel.com/es/lugares/polyforum-cultural-siqueiros.html","","","","dralfredosuarez@polyforumsiqueiros.com",-99.1734,19.39333,550,"arena","http://sic.gob.mx/ficha.php?table=teatro&table_id=424","2021-09-29 05:57:16-05"
521,"Nuevo Teatro  Libanés","1986-01-23","Centro Libanés, A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Barranca del Muerto esq. 2 de Abril","Col. Crédito Constructor","03940","555801 3165","https://carteleradeteatro.mx/teatro/sur/teatro-libanes/","","","","",-99.18054,19.36308,535,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=521","2022-07-25 06:38:29-05"
204,"Teatro Julio Prieto","1960-05-19","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Xola 809 esq. Nicolás San Juan","Col. Del Valle","03100","55 5639 9816","","https://www.facebook.com/TeatroXolaJulioPrieto/","","","eric.santos@imss.gob.mx",-99.16114,19.39602,501,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=204","2021-09-28 09:02:17-05"
431,"Foro Cultural San Simón","1989-05-06","Alcaldía  Benito Juárez/Coordinación de Cultura/Subdirección de Derechos Culturales Recreativos y Educativos",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Parque Pascual Ortiz Rubio s/n entre Centenario y Juan Escutia","Col. San Simón Ticumác","03660","55 5609 0753","https://inba.gob.mx/recinto/485","https://www.facebook.com/ForoCulturalSanSimonABJ?mibextid=ZbWKwL","https://twitter.com/ritamobu","foro.cultural.san.simonabj y ritamobu69","foroculturalbj@gmail.com",-99.14328,19.37473,150,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=431","2024-06-05 10:21:41-06"
871,"Foro La Teatrería","2015-02-25","",9,"Ciudad de México",15,"Cuauhtémoc",0,"Total del Municipio","Tabasco 152","Col. Roma","","(55) 5207 3234","http://lateatreria.com","","","","shoshana@lateatreria.com",-99.15931,19.41919,100,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=871","2017-03-13 13:57:55-06"
288,"Teatro Ferrocarrilero Gudelio Morales","1968-12-24","Sindicato de Trabajadores Ferrocarrileros de la República Mexicana (STFRM)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Ricardo Flores Magón 206","Col. Guerrero","06300","55 5597 1055","https://historico.alcaldiacuauhtemoc.mx/nope/teatro-ferrocarrilero/","","","","",-99.1499,19.4536,1800,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=288","2025-03-31 12:12:18-06"
356,"Centro Cultural Teatro 2","1996-09-28","Gou Producciones",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Cuauhtémoc 19","Col. Roma","06700","55 5514 1935","https://www.gouproducciones.mx/teatros-gou-producciones-cct1-cct2-aldama/","https://www.facebook.com/CentroCulturalTeatroDos/?locale=es_LA","","https://www.instagram.com/explore/locations/2203104739908822/centro-cultural-teatro-2/","",-99.15391,19.42512,1208,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=356","2023-12-05 11:17:43-06"
797,"Patio Central de la Casa de Cultura de Tamaulipas","1998-01-30","Patronato de la Casa de Cultura de Tamaulipas, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Ernesto Pugibet 73","Centro","06070","55 4853 7554","","https://www.facebook.com/PatronatoCCTCDMX/","","","cctamaulipasdf@hotmail.com",-99.14788,19.43027,200,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=797","2023-10-31 04:30:41-06"
1003,"Foro Sugar","2011-01-01","Centro Cultural Sylvia Pasquel",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juan Escutia 96","Col. Condesa","06140","55 5211 4941","https://forosylviapasquel.com/foro-sugar","https://www.facebook.com/foro.pasquel","foropasquel","","foropasquel@hotmail.com",-99.17655,19.41563,55,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=1003","2022-07-08 06:53:56-05"
380,"Foro El Círculo Teatral ","2004-04-07","El Círculo Teatral, S.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Veracruz 107","Col. Condesa","06140","55 5553 1383","https://www.elcirculoteatral.com/?fbclid=IwY2xjawPUz4JleHRuA2FlbQIxMABicmlkETFBbzdDbDFYTHZ5ZEk4bXBOc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHhFGbUfU0HiZBmoux6HFYVMR2_tOPN7x8LM0uoF5Bu-H4FMyDzD1tgmfFthn_aem_mvMFTbqZfzygTpGkdb5R7w","https://www.facebook.com/elcirculoteatral","","https://www.instagram.com/elcirculoteatral/?fbclid=IwY2xjawPUzs1leHRuA2FlbQIxMABicmlkETFBbzdDbDFYTHZ5ZEk4bXBOc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHu4U1tp3XbH5SmPbIhGgRk137FdlWiIaS6vf1CZKmLPOcU-k-5lt8t6LgqZK_aem_SYG5fvKsO8pMQOFgOzUwlQ#","elcirculoteatralmx@gmail.com",-99.17241,19.41612,70,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=380","2026-01-14 14:01:09-06"
827,"Sala de teatro Así que pasen cinco años","2013-10-24","Telemakia Teatro",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Cacahuamilpa 24","Col. Hipodroma Condesa","","55 6390 2422","http://www.facebook.com/telemakia.heleannejuancristobalcastillo","","","","heleannebs@hotmail.com",-99.16773,19.41528,17,"irregular","http://sic.gob.mx/ficha.php?table=teatro&table_id=827","2021-05-27 04:29:12-05"
452,"Teatro Ciudadela","1954-11-01","Subdirección de Acción Cultural del ISSSTE/Sindicato Nacional de los Trabajadores",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tres Guerras 9","Centro","06040","","","","","","",-99.1509,19.43016,422,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=452","2025-05-27 12:54:47-06"
453,"Foro Shakespeare","1983-06-21","Centro Cultural Foro Shakespeare, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zamora 7 esq. Veracruz","Col. Condesa","06140","+52 55 5256 0014","http://www.foroshakespeare.com/","https://www.facebook.com/foroshakespeare","ForoShakespeare","https://www.instagram.com/foro.shakespeare/","hola@foroshakespeare.com",-99.17643,19.41978,284,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=453","2025-07-29 10:33:54-06"
294,"Teatro Aldama","1984-07-17","Gou Producciones",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Rosas Moreno 71","Col. San Rafael","06470","55 5546 3740","https://carteleradeteatro.mx/teatro/centro/teatro-aldama/","https://www.facebook.com/pages/Teatro-Aldama/366475700464444?locale=es_LA","","","enrique.gomez@gouproducciones.mx",-99.16185,19.43804,849,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=294","2025-07-29 14:33:24-06"
401,"Teatro Profr. Ismael Rodríguez Aragón SNTSS","1990-12-31"," Unidad Cultural y Recreativa, Sindicato Nacional de Trabajadores del Seguro Social (SNTSS)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Sonora 13","Col. Roma","06700","55 5286 10 59","http://www.sntss.org.mx","","","","gonzalezgar_1323@hotmail.com",-99.17391,19.4206,157,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=401","2024-07-05 11:53:26-06"
507,"Teatro Venustiano Carranza","1974-10-24","Confederación de Trabajadores de México (CTM)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Antonio Caso 67","Col. San Rafael","06470","(55) 5546 3940","","","","","varelaproduccionesteatrales@yahoo.com.mx",-99.15876,19.43457,550,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=507","2026-01-06 16:32:38-06"
677,"Teatro Reforma IMSS Juan Moisés Calleja","1953-09-04","IMSS",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Reforma 476 y Burdeos","Col. Juárez","06600","55 5238 2700 ext. 10010","","","","","jesus.ramirezt@imss.gob.mx",-99.17373,19.42312,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=677","2024-05-14 15:25:22-06"
425,"Teatro Fernando Soler","1995-04-07","Producciones Mafe, S.A. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Velázquez de León 31","San Rafael","06470","55 5546 1431, 55 5566 4321","http://www.manolofabregas.com.mx","","","","produccfabregas@hotmail.com",-99.16559,19.44109,428,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=425","2024-06-03 11:07:21-06"
872,"Teatro Lúcido","2014-01-23","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Dr. Enrique González Martínez 234","Col. Santa María La Ribera","06400","55 7517 9508","","https://www.facebook.com/teatrolucido/?locale=es_LA","","https://www.instagram.com/teatrolucido/?hl=en"," lucidoteatrolucido@gmail.com",-99.15458,19.4523,0,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=872","2024-05-17 14:03:25-06"
1033,"Nuevo Teatro Versalles","2023-02-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Versalles 27, 4° piso","Col. Juárez","06600","55 5546 2975","","","","","",-99.15483,19.43134,150,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=1033","2023-03-14 09:02:12-06"
262,"Teatro Félix Azuela Padilla","1974-12-01","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Manuel González 368","Col. Nonoalco Tlatelolco","06900","55 5597 7409","http://www.fidteatros.com.mx","","","","david.botelloc@imss.gob.mx",-99.14038,19.4545,371,"semicircular","http://sic.gob.mx/ficha.php?table=teatro&table_id=262","2024-05-24 10:04:57-06"
759,"Foro Puebla 186","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Puebla 186","Col. Roma Norte","06721","55 5511 5946","https://foropuebla.com/","https://www.facebook.com/ForoPueblaCDMX","","https://www.instagram.com/foropuebla186/","contrataciones@venues.eco; taquilla.fpuebla@venues.eco",-99.16375,19.42215,800,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=759","2026-01-09 17:27:14-06"
388,"Teatro México Centro Teatral Manolo Fábregas","1995-04-06","Producciones Mafe, S.A. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Velázquez de León 31","Col. San Rafael","06470","(55) 5566 4321","http://www.manolofabregas.com.mx","","","","produccfabregas@hotmail.com",-99.16562,19.44082,794,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=388","2018-09-26 07:55:26-05"
505,"Teatro Sala Chopin","1952-04-25","Grupo Gomo, Coorporativo de la Sala Chopin",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Álvaro Obregón 302","Col. Roma","06700","55 5211 3257","http://www.salachopin.com.mx","www.facebook.com/salachopinmexico","","www.instagram.com/salachopin/","contacto@salachopin.com",-99.16932,19.41619,285,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=505","2026-01-26 10:40:18-06"
399,"Teatro Fru Fru","1899-01-01","Particular",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Donceles 24","Centro","06010","(55) 4202 3788","","https://www.facebook.com/TeatroFruFruOficial/?locale=es_LA","https://x.com/TeatroFruFruOf1","https://www.instagram.com/teatrofrufruoficial/?hl=es","hugocesar_rico@hotmail.com",-99.13872,19.43675,1300,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=399","2025-11-24 19:44:54-06"
435,"Teatro al Aire Libre Coronel Lindbergh","1928-06-01","Gobierno del Distrito Federal / Delegación Cuauhtémoc",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Parque México entre Michoacán y Av. México","Col. Hipódromo Condesa","06170","55 2452 3219 Servicios culturales de la Delegación Cuauhtémoc","","","","","",-99.17006,19.41163,1000,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=435","2026-09-01 11:15:38-06"
397,"Teatro San Rafael","1977-05-17","Producciones Mafe, S.A. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Virginia Fábregas 40","Col. San Rafael","06470","55 5592 2954","https://carteleradeteatro.mx/teatro/centro/teatro-san-rafael/","","","","produccfabregas@hotmail.com",-99.16585,19.44158,1372,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=397","2023-12-04 04:08:12-06"
270,"Teatro San Millán de Loyola","1989-06-28","Sindicato Único de Trabajadores del Gobierno del Distrito Federal Sección 21",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Lucas Alamán s/n","Col. Obrera","06800","55 5566 3233 (sindicato)","https://www.facebook.com/pages/Teatro-San-Millan/179220558833602","","","","",-99.13824,19.42108,380,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=270","2023-12-05 11:53:56-06"
297,"Teatro al Aire Libre Juan Ruiz de Alarcón","1980-12-01","Centro Cultural Juan Ruiz de Alarcón/Alcaldía Cuauhtémoc",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Virginia Fábregas esq. Av. Ribera de San Cosme","Col. San Rafael","06470","55 1808.2772","https://historico.alcaldiacuauhtemoc.mx/nope/centro-juan-ruiz-de-alarcon/","","","","",-99.16583,19.4424,500,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=297","2023-09-25 05:41:18-06"
269,"Centro Cultural El Foco (antes Foro de la Comedia)","1993-05-31","Compañía de Teatro de Árbol, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tlacotalpan 16","Col. Roma Sur","06700","55 5574 9011","","https://www.facebook.com/CCElFoco/?locale=es_LA","","","contactoelfoco@gmail.com",-99.16698,19.40895,81,"isabelino","http://sic.gob.mx/ficha.php?table=teatro&table_id=269","2026-01-20 14:03:35-06"
647,"Teatro El Milagro","2008-04-05","Arte El Milagro, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Milán 24","Col. Juárez","06600","55 5535 1291","http://www.elmilagro.org.mx/","","","","difusion@elmilagro.org.mx",-99.15655,19.43042,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=647","2021-06-08 07:57:38-05"
248,"Teatro Hidalgo Ignacio Retes","1962-05-09","Fideicomiso de administración de Teatros y salas de espectáculos del IMSS",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Hidalgo 23","Col. Guerrero","06300","55 5326 5445 Ext. 27095","http://www.teatrodelanacion.com.mx","","","","roberto.guzmanre@imss.gob.mx",-99.1416,19.43681,816,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=248","2025-04-11 14:26:26-06"
427,"Teatro Benito Juárez","1984-01-01","Secretaría de Cultura del Gobierno de la Ciudad de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Villalongín 15","Col. Cuauhtémoc","06500","55 55 92 73 89","https://www.cultura.cdmx.gob.mx/recintos/tbj","","","","cst.benitojuarez@gmail.com",-99.16095,19.43199,280,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=427","2023-12-05 11:01:06-06"
899,"Teatro Milán","2013-03-17","Teletec",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Lucerna 64","Col. Juárez","06600","55 5535 4178","http://www.teatromilan.com/","https://www.facebook.com/TeatroMilanForoLucerna","teatro_milan","@teatromilan_forolucerna","info@teatromilanforolucerna.com",-99.15676,19.42996,260,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=899","2024-10-18 12:14:41-06"
777,"Foro Polivalente Antonieta Rivas Mercado","2013-08-28","Secretaría de Cultura Federal/Biblioteca de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Plaza de la Ciudadela 4","Centro","06040","(55) 4155 0830 ext. 3856","https://www.bibliotecademexico.gob.mx/info_detalle_mx.php?id=90&area=SC","https://www.facebook.com/pages/Foro-Polivalente-Antonieta-Rivas-Mercado/273065132901897?fref=ts","","","",-99.14997,19.42916,172,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=777","2021-11-11 11:37:29-06"
255,"Teatro Auditorio Congreso del Trabajo","1976-09-01","Congreso del Trabajo",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Ricardo Flores Magón 44,  piso 7","Col. Guerrero","06300","55 5583 7787","","https://www.facebook.com/profile.php?id=220352387998155&paipv=0&eav=AfZqDMo3-x0GvOXYy5mgfb5QWI7D-wpDRNgWArsCILCFZMFmnGyFASGTRgfYwDHQLfE&_rdr","","","oficialmayor@eninfinitum.com",-99.14269,19.45134,710,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=255","2023-10-11 04:54:59-06"
459,"Teatro Metropólitan","1943-09-08","Operadora de Centros de Espectáculos, S.A.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Independencia 90","Centro","06050","(55) 5510 1045 ext. 2100","https://www.teatrometropolitan.mx/","https://www.facebook.com/TeatroMetropolitan/?locale=es_LA","@TMetropolitanMx","","sbautista@ocesa.com.mx",-99.14693,19.4335,3165,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=459","2026-01-22 19:49:24-06"
312,"Teatro FSTSE","2000-10-23","Federación de Sindicatos de Trabajadores al Servicio del Estado",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Ezequiel Montes 92","Col. Tabacalera","06030","(55) 5128 1600","","","","","rocambra@gmail.com",-99.15648,19.43449,573,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=312","2026-02-17 17:58:38-06"
463,"Teatro Lotería Nacional","1974-06-01","Lotería Nacional para la Asistencia Pública",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Hidalgo 130","Col. Tabacalera","06030","55 5140 7000 exts. 3605, 3140, 3141","http://www.lotenal.gob.mx","https://www.facebook.com/LoteriaNacional.Mx/?locale=es_LA","https://x.com/LN_electronicos","https://www.instagram.com/loterianacional_mx/","correo@lotenal.gob.mx",-99.14854,19.43751,214,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=463","2026-02-20 11:39:13-06"
438,"Centro Cultural de las Artes Escénicas Ernesto Gómez Cruz","1996-10-12","Alcaldía Cuauhtémoc/Centro Social y Deportivo Club Antonio Caso",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Paseo de la Reforma Norte 668, 3ra sección","Col. Tlatelolco","06900","55 4335 8006 ext. 109","https://www.facebook.com/pages/Centro-Cultural-de-las-Artes-Esc%C3%A9nicas-Ernesto-G%C3%B3mez-Cruz/293696827331257","","","","centroculturalernestogomezcruz@yahoo.com.mx",-99.13492,19.44915,425,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=438","2023-02-24 07:13:54-06"
768,"Foro Lenin","1985-01-01","Centro Mexicano de Estudios Culturales y Sociales, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Mérida 98 esq. Tabasco","Col. Roma","06700","55 5511 1027, 5514 7865","https://forolenin.com/el-foro/","https://www.facebook.com/Forolenin/","","forolenin","forolenin@gmail.com; info@forolenin.gom",-99.15719,19.41958,220,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=768","2024-12-02 13:30:33-06"
