id_area_verde,nombre,categoria_fuente,subcategoria_fuente,tipo_analitico,usar_cobertura_verde,usar_oferta_recreativa,revision_manual,motivo_criterio,area_m2,area_ha
AV001070,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1503.99,0.1504
AV001071,CAMELLON AV. INSURGENTES SUR,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,72.82,0.0073
AV001072,PARQUE ECOLOGICO DE LORETO Y PEÑA POBRE,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,375.95,0.0376
AV001073,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,123.3,0.0123
AV001074,CAMELLON AV. INSURGENTES SUR,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3463.64,0.3464
AV001075,CAMELLON AV. INSURGENTES SUR,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,722.4,0.0722
AV001076,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,908.37,0.0908
AV001077,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,205.98,0.0206
AV001078,CAMELLON AV. INSURGENTES SUR,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,904.78,0.0905
AV001079,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,297.09,0.0297
AV001080,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,577.59,0.0578
AV001081,CAMELLON AV. INSURGENTES SUR,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,511.7,0.0512
AV001082,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,502.11,0.0502
AV001083,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2061.18,0.2061
AV001084,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1763.95,0.1764
AV001085,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,839.49,0.0839
AV001086,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,390.79,0.0391
AV001087,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3205.84,0.3206
AV001088,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2841.27,0.2841
AV001089,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,332.0,0.0332
AV001090,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,26.65,0.0027
AV001091,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,180.58,0.0181
AV001092,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,44.6,0.0045
AV001093,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,55.67,0.0056
AV001094,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,223.35,0.0223
AV001095,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,164.2,0.0164
AV001096,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,75.64,0.0076
AV001097,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,67.85,0.0068
AV001098,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,235.05,0.0235
AV001099,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,42.71,0.0043
AV001100,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,195.84,0.0196
AV001101,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,885.76,0.0886
AV001102,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,514.35,0.0514
AV001103,,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,147.75,0.0148
AV001104,,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,533.94,0.0534
AV001105,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,820.78,0.0821
AV001106,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,273.67,0.0274
AV001107,JARDIN DELEGACIONAL,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,11597.48,1.1597
AV001108,,Equipamientos urbanos con vegetación,Panteones,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a panteones; no se considera oferta verde recreativa,29529.68,2.953
AV001109,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,148.38,0.0148
AV001110,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,201.38,0.0201
AV001111,PARQUE NACER Y RENACER,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,3296.84,0.3297
AV001112,PARQUE NACER Y RENACER,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2291.56,0.2292
AV001113,CAMELLON FRAY PEDRO DE GANTE,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,180.15,0.018
AV001114,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,258.34,0.0258
AV001115,CAMELLON FRAY PEDRO DE GANTE,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,65.94,0.0066
AV001116,CAMELLON CALZ. TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,799.21,0.0799
AV001117,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,588.96,0.0589
AV001118,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,585.24,0.0585
AV001119,CAMELLON AV. SAN FERNANDO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,665.78,0.0666
AV001120,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,122.49,0.0122
AV001121,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,296.7,0.0297
AV001122,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,287.45,0.0287
AV001123,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,321.6,0.0322
AV001124,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,221.47,0.0221
AV001125,CAMELLON VASCO DE QUIROGA,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,283.73,0.0284
AV001126,CAMELLON AV. RENATO LEDUC,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2213.7,0.2214
AV001127,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,898.0,0.0898
AV001128,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2346.7,0.2347
AV001129,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1442.81,0.1443
AV001130,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1222.96,0.1223
AV001131,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2356.04,0.2356
AV001132,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1306.42,0.1306
AV001133,GLORIETA,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,5559.14,0.5559
AV001134,GLORIETA,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,6444.92,0.6445
AV001135,GLORIETA,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,5813.06,0.5813
AV001136,GLORIETA,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,6171.13,0.6171
AV001137,GLORIETA,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,5006.18,0.5006
AV001138,GLORIETA,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,5370.8,0.5371
AV001139,GLORIETA,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,5240.95,0.5241
AV001140,GLORIETA,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,5586.82,0.5587
AV001141,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1376.37,0.1376
AV001142,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,710.19,0.071
AV001143,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1258.58,0.1259
AV001144,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2367.3,0.2367
AV001145,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1691.12,0.1691
AV001146,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,4832.1,0.4832
AV001147,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,686.76,0.0687
AV001148,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3257.13,0.3257
AV001149,CAMELLON ANILLO PERIFERICO SUR,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3972.56,0.3973
AV001150,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1107.46,0.1107
AV001151,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,14367.86,1.4368
AV001152,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1749.75,0.175
AV001153,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,4752.93,0.4753
AV001154,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3707.83,0.3708
AV001155,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,999.15,0.0999
AV001156,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,188.52,0.0189
AV001157,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,148.07,0.0148
AV001158,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3490.92,0.3491
AV001159,SUELO DE CONSERVACION,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1041.66,0.1042
AV001160,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,338.06,0.0338
AV001161,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3278.45,0.3278
AV001162,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1010.0,0.101
AV001163,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3621.53,0.3622
AV001164,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,4101.95,0.4102
AV001165,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3317.39,0.3317
AV001166,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,768.99,0.0769
AV001167,CAMELLON ANILLO PERIFERICO SUR,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1865.46,0.1865
AV001168,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3631.48,0.3631
AV001169,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3245.45,0.3245
AV001170,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1076.55,0.1077
AV001171,CAMELLON AV. ACUEDUCTO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1356.9,0.1357
AV001172,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,8001.97,0.8002
AV001173,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2883.78,0.2884
AV001174,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,10963.66,1.0964
AV001175,CAMELLON AV. MEXICO-XOCHIMILCO,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1716.62,0.1717
AV001176,GLORIETA VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,501.39,0.0501
AV001177,GLORIETA VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,1035.12,0.1035
AV001178,GLORIETA VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,1993.53,0.1994
AV001179,GLORIETA VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,352.35,0.0352
AV001180,GLORIETA VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Vialidades,cobertura_verde_vial,True,False,False,Vegetación asociada a infraestructura vial,856.76,0.0857
AV001181,PARQUE TORIELLO,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,9780.83,0.9781
AV001182,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,2677.72,0.2678
AV001183,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1279.45,0.1279
AV001184,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,676.39,0.0676
AV001185,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,300.82,0.0301
AV001186,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1548.99,0.1549
AV001187,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2157.32,0.2157
AV001188,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2539.5,0.2539
AV001189,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,442.95,0.0443
AV001190,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1873.46,0.1873
AV001191,CAMELLON M. DE LA CRUZ,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1821.27,0.1821
AV001192,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1733.54,0.1734
AV001193,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2353.61,0.2354
AV001194,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1435.24,0.1435
AV001195,CAMELLON VIADUCTO TLALPAN,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,932.53,0.0933
AV001196,DEPORTIVO ARENAL TETEPAN,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,58897.18,5.8897
AV001197,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,18925.14,1.8925
AV001198,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,1945.77,0.1946
AV001199,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,1552.1,0.1552
AV001200,,Equipamientos urbanos con vegetación,Unidades habitacionales,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a vivienda; el acceso puede estar restringido a residentes,424.28,0.0424
AV001201,,Equipamientos urbanos con vegetación,Unidades habitacionales,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a vivienda; el acceso puede estar restringido a residentes,427.45,0.0427
AV001202,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,3657.65,0.3658
AV001203,CAMELLON AV. CANAL DE MIRAMONTES,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,3940.12,0.394
